Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha),temp_media,dias_calefaccion,dias_refrigeracion,dias_helada,temp_max,temp_max_media,temp_max_min,temp_min_max,temp_min_media,temp_min,rango_temp_anual,rango_temp_media,temp_stress,helada_stress,temp_media_prev_year,dias_helada_prev_year,temp_max_prev_year,temp_min_prev_year,dias_calefaccion_prev_year,dias_refrigeracion_prev_year,rendimiento_prev_year
115.0,Cebada,1985,1985,10698287.0,4245580.0,2519.9,286.12425196462146,1774.6626438335018,214.34811322523743,45.44325407616451,305.58939005145027,290.04986870506195,270.4639720856351,294.491991789422,282.5160128372668,263.41736016054926,42.172029890901,7.5338558677951255,1,1,285.71959963110544,42.21003118155612,305.2310488893015,270.0676716724995,1774.151377462558,153.54839786917248,2681.9
115.0,Cebada,1986,1986,7431014.0,4340320.0,1712.1,286.1463643311997,1739.0403115003749,199.28390030364625,44.8389397750507,304.4651435222871,289.9551289273051,273.5729569933569,294.5101561857941,282.68571384385285,267.3567962792305,37.10834724305664,7.269415083452259,1,1,286.12425196462146,45.44325407616451,305.58939005145027,263.41736016054926,1774.6626438335018,214.34811322523743,2519.9
115.0,Cebada,1987,1987,9836230.0,4400605.0,2235.2,286.276671125904,1730.5995597725855,229.05907507738775,43.94747629802164,305.40776867142733,289.96606385886406,271.9160075500288,295.3951562906774,282.88661919224614,265.3994660333039,40.00830263812344,7.079444666617917,1,1,286.1463643311997,44.8389397750507,304.4651435222871,267.3567962792305,1739.0403115003749,199.28390030364625,1712.1
115.0,Cebada,1988,1988,12070000.0,4257300.0,2835.1,286.44090504412975,1659.6212537681035,229.15237187442304,41.52145773189021,306.26563511055105,290.2329184686123,275.99076282302065,295.6173926702252,283.0266875173501,269.5103503599107,36.75528475064033,7.206230951262171,1,1,286.276671125904,43.94747629802164,305.40776867142733,265.3994660333039,1730.5995597725855,229.05907507738775,2235.2
115.0,Cebada,1989,1989,9393900.0,4311700.0,2178.7,286.598661836238,1544.074234204891,194.28708887597077,37.88625946209817,304.3973111853461,290.5070607884552,277.2867086505005,294.93523594628664,283.13259055131397,270.48784275833583,33.90946842701027,7.3744702371412245,1,1,286.44090504412975,41.52145773189021,306.26563511055105,269.5103503599107,1659.6212537681035,229.15237187442304,2835.1
115.0,Cebada,1990,1990,9382100.0,4357800.0,2152.9,286.7613251628369,1551.9973733125578,211.29067423261063,37.30386101241251,304.6910103666327,290.68766910766624,276.2722423251612,294.59152376439874,283.2214612971413,269.59743264397844,35.09357772265429,7.466207810524963,1,1,286.598661836238,37.88625946209817,304.3973111853461,270.48784275833583,1544.074234204891,194.28708887597077,2178.7
115.0,Cebada,1991,1991,9262486.0,4412800.0,2099.0,285.86107638983736,1831.7681104614685,216.0618870151843,46.451463895499785,304.72677621540515,289.5849695552413,272.6799077005935,294.983310733039,282.49006806921346,266.0865653388213,38.640210876583865,7.094901486027823,1,1,286.7613251628369,37.30386101241251,304.6910103666327,269.59743264397844,1551.9973733125578,211.29067423261063,2152.9
115.0,Cebada,1992,1992,6105000.0,4112165.0,1484.6,286.25588007488756,1690.4074778838421,197.93469691337728,43.84507307560949,305.0396935998257,290.11425890353786,275.370593265009,295.2563239278345,282.7671826129292,269.34841992701166,35.69127367281402,7.347076290608641,1,1,285.86107638983736,46.451463895499785,304.72677621540515,266.0865653388213,1831.7681104614685,216.0618870151843,2099.0
115.0,Cebada,1993,1993,9700797.0,3540925.0,2739.6,286.1007628151515,1745.9614298967845,204.3451365889031,48.19807177332037,305.88836287090896,289.9875455385407,273.60393062360924,295.3087654853962,282.58128813708936,267.2996875672321,38.58867530367684,7.406257401451342,1,1,286.25588007488756,43.84507307560949,305.0396935998257,269.34841992701166,1690.4074778838421,197.93469691337728,1484.6
115.0,Cebada,1994,1994,7415500.0,3539500.0,2095.1,287.25139550054695,1469.712554331681,279.594744858409,31.56219518824156,306.57270166382216,291.15662452427404,274.9875977685532,296.23453571725474,283.7359801339033,269.7418272328307,36.83087443099146,7.4206443903707395,1,1,286.1007628151515,48.19807177332037,305.88836287090896,267.2996875672321,1745.9614298967845,204.3451365889031,2739.6
115.0,Cebada,1995,1995,5046600.0,3555900.0,1419.2,286.66368507399244,1567.655674031807,205.07582198019517,37.39893617659335,305.2845893349912,290.4571521638067,275.5868458901852,295.4326724938186,283.17095895697025,268.6595386237318,36.625050711259405,7.286193206836458,1,1,287.25139550054695,31.56219518824156,306.57270166382216,269.7418272328307,1469.712554331681,279.594744858409,2095.1
115.0,Cebada,1996,1996,10697000.0,3572200.0,2994.5,286.1614340461803,1688.6812105639128,179.4859313636965,39.129529084317525,304.6852497212027,289.68825819633827,272.95015168979006,294.63907950247017,282.8769739909218,268.3499292440299,36.335320477172786,6.811284205416484,1,1,286.66368507399244,37.39893617659335,305.2845893349912,268.6595386237318,1567.655674031807,205.07582198019517,1419.2
115.0,Cebada,1997,1997,8549540.0,3682160.0,2321.9,286.7590623096082,1536.749134460967,189.40986502418593,36.13162292791342,304.17448834703515,290.5751755718574,276.3793580504652,294.1002477359576,283.2453987468807,270.841564080371,33.33292426666418,7.329776824976705,1,1,286.1614340461803,39.129529084317525,304.6852497212027,268.3499292440299,1688.6812105639128,179.4859313636965,2994.5
115.0,Cebada,1998,1998,10895300.0,3535200.0,3081.9,286.7244634139556,1614.0503664856008,252.38924719975722,41.011944986075626,306.2217482163384,290.6403978649608,275.77806142907326,295.8842958725851,283.1666386422368,268.76223918796103,37.4595090283774,7.47375922272397,1,1,286.7590623096082,36.13162292791342,304.17448834703515,270.841564080371,1536.749134460967,189.40986502418593,2321.9
115.0,Cebada,1999,1999,7434300.0,3106600.0,2393.1,286.90706604567475,1578.4341255915442,244.94499173003732,40.87834541854193,305.8359162031222,290.7463235469903,274.61747422944524,295.9917566148756,283.44399701255196,268.15463653166046,37.681279671461766,7.30232653443835,1,1,286.7244634139556,41.011944986075626,306.2217482163384,268.76223918796103,1614.0503664856008,252.38924719975722,3081.9
115.0,Cebada,2000,2000,11063008.0,3278025.0,3374.9,287.1113366790495,1505.3295413657913,252.19053708120043,35.66280053241257,306.4343789715603,291.1277141849259,274.49546375857994,295.3899420604033,283.4712295467682,267.1648346481357,39.26954432342461,7.6564846381576785,1,1,286.90706604567475,40.87834541854193,305.8359162031222,268.15463653166046,1578.4341255915442,244.94499173003732,2393.1
115.0,Cebada,2001,2001,6249139.0,2992088.0,2088.6,287.01940724082357,1540.8026741460246,257.3082034922529,37.3246120080138,305.8219699329828,290.8836649305668,273.41872096805736,295.76280633482475,283.5202350243388,266.2082579697748,39.613711963208004,7.363429906228021,1,1,287.1113366790495,35.66280053241257,306.4343789715603,267.1648346481357,1505.3295413657913,252.19053708120043,3374.9
115.0,Cebada,2002,2002,8362328.0,3101524.0,2696.2,287.06844750735485,1437.7940683850077,212.04789275992187,28.39098886809801,304.9621314609659,290.86270774768957,275.2864091130011,294.8989748517646,283.6234484333587,268.6020214463138,36.36011001465209,7.239259314330866,1,0,287.01940724082357,37.3246120080138,305.8219699329828,266.2082579697748,1540.8026741460246,257.3082034922529,2088.6
115.0,Cebada,2003,2003,8698400.0,3170400.0,2743.6,287.12125198801965,1633.3053898384555,342.6918403826793,43.36554620281871,307.79699868227425,291.0557006161184,274.9142127985802,296.45298597966274,283.4917153300711,267.99070488249345,39.8062937997808,7.563985286047284,1,1,287.06844750735485,28.39098886809801,304.9621314609659,268.6020214463138,1437.7940683850077,212.04789275992187,2696.2
115.0,Cebada,2004,2004,10639817.0,3178755.0,3347.2,286.7348590766018,1601.327200135888,236.17080907464205,38.828156659922044,305.8055847676678,290.61025701903696,275.1106006417433,295.3990724709927,283.2029514071501,268.1167239171406,37.68886085052725,7.407305611886841,1,1,287.12125198801965,43.36554620281871,307.79699868227425,267.99070488249345,1633.3053898384555,342.6918403826793,2743.6
115.0,Cebada,2005,2005,4626059.0,3156123.0,1465.7,286.3780513454515,1728.3781593936064,238.4259853616674,51.51664199549696,305.96248665055384,290.34876642548187,274.2019298861195,295.3778097314936,282.76377355000994,267.0731797125183,38.88930693803553,7.584992875471926,1,1,286.7348590766018,38.828156659922044,305.8055847676678,268.1167239171406,1601.327200135888,236.17080907464205,3347.2
115.0,Cebada,2006,2006,8136389.0,3197365.0,2544.7,286.9985306218832,1566.8273953117377,271.3027397207526,40.704819626128014,305.4532641026266,290.964476170417,272.76531440566464,295.5677561779861,283.4102449729585,267.0704683616412,38.38279574098539,7.5542311974585346,1,1,286.3780513454515,51.51664199549696,305.96248665055384,267.0731797125183,1728.3781593936064,238.4259853616674,1465.7
115.0,Cebada,2007,2007,11945319.0,3228357.0,3700.1,287.1507426097235,1480.1569599960287,260.98905867333224,31.778311141693322,307.4317353642266,291.2339121089602,275.9964747924312,295.76665302437385,283.44990285945954,270.1193155088852,37.312419855341375,7.784009249500684,1,1,286.9985306218832,40.704819626128014,305.4532641026266,267.0704683616412,1566.8273953117377,271.3027397207526,2544.7
115.0,Cebada,2008,2008,11261100.0,3462400.0,3252.4,287.03724640467624,1505.8450405078222,255.08011671666483,31.886098307724914,305.80302308689755,290.9950056197561,276.1178427126365,295.0381747602653,283.4337731524582,270.1819431740713,35.62107991282625,7.561232467297941,1,1,287.1507426097235,31.778311141693322,307.4317353642266,270.1193155088852,1480.1569599960287,260.98905867333224,3700.1
115.0,Cebada,2009,2009,7295934.0,3024726.0,2412.1,287.28813102791526,1494.4459607451208,279.6368532105015,34.14338303063743,306.34256073528906,291.24100608954603,275.0704876064524,295.6080734494168,283.6464182640512,268.6605905560096,37.68197017927946,7.594587825494841,1,1,287.03724640467624,31.886098307724914,305.80302308689755,270.1819431740713,1505.8450405078222,255.08011671666483,3252.4
115.0,Cebada,2010,2010,8154392.0,2885612.0,2825.9,286.7947085743779,1610.5001379737055,260.7185042981323,40.4754534382614,306.08850369046473,290.48464574268365,273.7800599602308,295.8981426403824,283.3580428424953,267.81084378577896,38.27765990468578,7.126602900188345,1,1,287.28813102791526,34.14338303063743,306.34256073528906,268.6605905560096,1494.4459607451208,279.6368532105015,2412.1
115.0,Cebada,2011,2011,8287073.0,2700679.0,3068.5,287.2307238694058,1501.641882143571,275.92079944266743,37.151180039906464,306.1600545322523,291.3324843309218,275.9442959711633,295.46913493233046,283.5241420747689,269.45176841057764,36.70828612167463,7.808342256152855,1,1,286.7947085743779,40.4754534382614,306.08850369046473,267.81084378577896,1610.5001379737055,260.7185042981323,2825.9
115.0,Cebada,2012,2012,5956300.0,2691100.0,2213.3,287.3073748102888,1593.4825014198937,345.5447821749938,43.368775950410395,307.8185576545234,291.4773670693835,272.4095936288742,296.4959995958872,283.4542496330153,265.4712392275121,42.34731842701126,8.023117436368182,1,1,287.2307238694058,37.151180039906464,306.1600545322523,269.45176841057764,1501.641882143571,275.92079944266743,3068.5
115.0,Cebada,2013,2013,10005000.0,2784300.0,3593.4,287.0777248962769,1536.052014357409,266.643607210182,37.523284752050756,306.25078944049886,290.995285738013,276.39696351152327,295.5033768034242,283.4755565762236,270.4683120261409,35.78247741435797,7.519729161789428,1,1,287.3073748102888,43.368775950410395,307.8185576545234,265.4712392275121,1593.4825014198937,345.5447821749938,2213.3
115.0,Cebada,2014,2014,6983109.0,2792110.0,2501.0,287.6236819428589,1293.1435143046865,224.9890989148527,20.804128153533632,304.3484445869662,291.4563649248393,275.2428418401372,294.4550869325343,284.11763477165624,269.5318186554497,34.81662593151651,7.338730153183064,1,0,287.0777248962769,37.523284752050756,306.25078944049886,270.4683120261409,1536.052014357409,266.643607210182,3593.4
115.0,Cebada,2015,2015,6705106.0,2598896.0,2580.0,287.62364277191796,1422.5236683053147,320.9695154030647,32.70359918667427,307.317973077181,291.78615205209326,275.8839418341631,296.6522923803944,283.8642943452784,268.86611988419247,38.45185319298855,7.921857706814876,1,1,287.6236819428589,20.804128153533632,304.3484445869662,269.5318186554497,1293.1435143046865,224.9890989148527,2501.0
115.0,Cebada,2016,2016,9176159.0,2563195.0,3580.0,287.5176121793144,1420.6007420348917,287.9683711653339,30.736334394993577,305.6941215038468,291.53461556886816,276.2354766704348,295.5692040748683,283.8350127121245,269.19497414753585,36.49914735631097,7.699602856743638,1,1,287.62364277191796,32.70359918667427,307.317973077181,268.86611988419247,1422.5236683053147,320.9695154030647,2580.0
115.0,Cebada,2017,2017,5785944.0,2597527.0,2227.5,287.5096130863692,1492.4159508185305,336.3428976829892,37.107977118400804,307.6598339555844,291.843257906677,272.6035432606972,296.76263539702313,283.5262012103228,266.1596886936545,41.5001452619299,8.3170566963542,1,1,287.5176121793144,30.736334394993577,305.6941215038468,269.19497414753585,1420.6007420348917,287.9683711653339,3580.0
115.0,Cebada,2018,2018,9554160.0,2569460.0,3718.4,287.6465051745088,1401.0104248744594,289.50822630198184,31.123101594172656,305.884562631129,291.55211920202026,274.79566487500006,295.91385800733497,284.1055826158252,268.65408190218574,37.230480728943235,7.446536586195066,1,1,287.5096130863692,37.107977118400804,307.6598339555844,266.1596886936545,1492.4159508185305,336.3428976829892,2227.5
115.0,Cebada,2019,2019,7744150.0,2693510.0,2875.1,287.72576704548504,1385.324142697408,315.3376603529052,30.715578218080594,306.4695744840535,291.9078118448761,276.0000018353263,295.7602359425585,283.9047067142132,268.9705748994052,37.49899958464829,8.003105130662902,1,1,287.6465051745088,31.123101594172656,305.884562631129,268.65408190218574,1401.0104248744594,289.50822630198184,3718.4
115.0,Cebada,2020,2020,11465350.0,2749040.0,4170.7,287.7130013268078,1354.2230952918346,296.5888905133155,28.52742101529625,306.5228756411589,291.88164925375145,278.2322360550666,295.77668241110644,283.94883852348704,271.7911476310694,34.73172801008951,7.932810730264407,1,0,287.72576704548504,30.715578218080594,306.4695744840535,268.9705748994052,1385.324142697408,315.3376603529052,2875.1
115.0,Cebada,2021,2021,9275920.0,2514560.0,3688.9,287.35348643437146,1480.8426162391615,307.05912194220775,33.2094228710059,308.24737057454814,291.4206173032829,275.2469060538551,296.56738767128405,283.6408571390978,268.9551140063876,39.29225656816055,7.779760164185063,1,1,287.7130013268078,28.52742101529625,306.5228756411589,271.7911476310694,1354.2230952918346,296.5888905133155,4170.7
115.0,Cebada,2022,2022,7029720.0,2398000.0,2931.5,288.1619388904938,1347.041253688516,374.30939146850943,31.997241475279164,307.79070310185205,292.4265317939293,277.20435507177945,296.3958973729588,284.2907966932835,269.73363727843065,38.0570658234214,8.135735100645832,1,1,287.35348643437146,33.2094228710059,308.24737057454814,268.9551140063876,1480.8426162391615,307.05912194220775,3688.9
115.0,Cebada,2023,2023,3757570.0,2342260.0,1604.2,288.23006147781865,1297.1166913216196,356.82129070035023,29.659907370461955,308.2148719891989,292.4214795968906,276.6689280111905,297.1407544455226,284.4467345974162,269.9639130910295,38.250958898169415,7.97474499947441,1,0,288.1619388904938,31.997241475279164,307.79070310185205,269.73363727843065,1347.041253688516,374.30939146850943,2931.5
1253.02,"Cebollas y chalotes, secos (excepto deshidratados)",1961,1961,826600.0,35715.0,23144.3,286.80763769829696,1525.9221114834718,201.44018157836774,35.328159824622134,304.9764432795803,290.62871354957196,274.2494855067815,294.7235230011855,283.25172977847484,268.7090227451479,36.267420534432404,7.376983771097116,1,1,,,,,,,
1253.02,"Cebollas y chalotes, secos (excepto deshidratados)",1962,1962,811000.0,35920.0,22578.0,286.1197731586565,1804.4126751120866,239.09839621737376,49.6428301089302,305.5229638698507,289.7922774529139,272.4121119008157,294.97321614820623,282.59882036337564,267.2376919399738,38.2852719298769,7.193457089538242,1,1,286.80763769829696,35.328159824622134,304.9764432795803,268.7090227451479,1525.9221114834718,201.44018157836774,23144.3
